Date,Category,Amount,Payment Method,Vendor/Location,Month,Day of Week,Transaction Count,Cumulative Monthly Spend,Transaction Type,Seasonality Indicator,Historical Spend
2024-01-24 11:53:01.755563,Miscellaneous,195.37,Mobile Payment,Store B,1,Wednesday,1,1529.84,Miscellaneous,Regular,66.4
2024-01-24 11:53:01.755563,Utilities,56.21,Debit Card,Store A,1,Wednesday,1,1089.83,Utilities,Regular,37.89
2024-01-25 11:53:01.755563,Groceries,29.18,Credit Card,Store B,1,Thursday,1,1375.52,Groceries,Regular,98.01
2024-01-26 11:53:01.755563,Utilities,25.78,Cash,Store B,1,Friday,2,1115.6100000000001,Utilities,Regular,56.21
2024-01-26 11:53:01.755563,Dining,194.66,Credit Card,Store C,1,Friday,1,877.72,Takeout,Regular,182.23
2024-01-26 11:53:01.755563,Utilities,190.45,Credit Card,Store C,1,Friday,2,1306.06,Utilities,Regular,25.78
2024-01-27 11:53:01.755563,Utilities,145.07,Cash,Store D,1,Saturday,1,1451.13,Utilities,Regular,190.45
2024-01-27 11:53:01.755563,Entertainment,180.18,Cash,Store D,1,Saturday,1,1530.0,Entertainment,Regular,31.65
2024-01-28 11:53:01.755563,Transportation,6.89,Debit Card,Store E,1,Sunday,1,1230.59,Transportation,Regular,120.09
2024-01-28 11:53:01.755563,Utilities,92.35,Cash,Store E,1,Sunday,1,1543.48,Utilities,Regular,145.07
2024-01-28 11:53:01.755563,Miscellaneous,136.07,Credit Card,Store E,1,Sunday,2,1665.91,Miscellaneous,Regular,195.37
2024-01-28 11:53:01.755563,Entertainment,113.02,Debit Card,Store B,1,Sunday,1,1643.02,Entertainment,Regular,180.18
2024-01-28 11:53:01.755563,Miscellaneous,40.05,Credit Card,Store D,1,Sunday,2,1705.96,Miscellaneous,Regular,136.07
2024-01-29 11:53:01.755563,Dining,145.22,Debit Card,Store D,1,Monday,1,1022.94,Takeout,Regular,194.66
2024-01-29 11:53:01.755563,Entertainment,145.39,Credit Card,Store D,1,Monday,1,1788.41,Entertainment,Regular,113.02
2024-01-29 11:53:01.755563,Groceries,17.98,Debit Card,Store E,1,Monday,1,1393.5,Groceries,Regular,29.18
2024-01-30 11:53:01.755563,Groceries,77.69,Cash,Store E,1,Tuesday,1,1471.19,Groceries,Regular,17.98
2024-01-30 11:53:01.755563,Entertainment,173.22,Mobile Payment,Store C,1,Tuesday,1,1961.63,Entertainment,Regular,145.39
2024-01-31 11:53:01.755563,Dining,82.57,Debit Card,Store C,1,Wednesday,2,1105.51,Takeout,Regular,145.22
2024-01-31 11:53:01.755563,Transportation,148.36,Debit Card,Store B,1,Wednesday,1,1378.95,Transportation,Regular,6.89
2024-01-31 11:53:01.755563,Dining,158.5,Mobile Payment,Store A,1,Wednesday,2,1264.01,Takeout,Regular,82.57
2024-01-31 11:53:01.755563,Miscellaneous,153.17,Mobile Payment,Store E,1,Wednesday,1,1859.13,Miscellaneous,Regular,40.05
2024-02-01 11:53:01.755563,Entertainment,186.69,Credit Card,Store A,2,Thursday,1,186.69,Entertainment,Regular,173.22
2024-02-01 11:53:01.755563,Dining,25.4,Debit Card,Store B,2,Thursday,1,25.4,Takeout,Regular,158.5
2024-02-01 11:53:01.755563,Miscellaneous,194.59,Debit Card,Store E,2,Thursday,1,194.59,Miscellaneous,Regular,153.17
2024-02-02 11:53:01.755563,Groceries,94.29,Cash,Store B,2,Friday,1,94.29,Groceries,Regular,77.69
2024-02-03 11:53:01.755563,Transportation,128.68,Debit Card,Store A,2,Saturday,2,128.68,Transportation,Regular,148.36
2024-02-03 11:53:01.755563,Transportation,115.5,Debit Card,Store D,2,Saturday,2,244.18,Transportation,Regular,128.68
2024-02-04 11:53:01.755563,Groceries,198.75,Debit Card,Store D,2,Sunday,1,293.04,Groceries,Regular,94.29
2024-02-04 11:53:01.755563,Dining,186.54,Mobile Payment,Store B,2,Sunday,2,211.94,Takeout,Regular,25.4
2024-02-04 11:53:01.755563,Utilities,112.17,Cash,Store C,2,Sunday,1,112.17,Utilities,Regular,92.35
2024-02-04 11:53:01.755563,Dining,102.51,Debit Card,Store C,2,Sunday,2,314.45,Takeout,Regular,186.54
2024-02-05 11:53:01.755563,Miscellaneous,6.83,Credit Card,Store A,2,Monday,2,201.42000000000002,Miscellaneous,Regular,194.59
2024-02-05 11:53:01.755563,Transportation,44.0,Credit Card,Store A,2,Monday,1,288.18,Transportation,Regular,115.5
2024-02-05 11:53:01.755563,Utilities,96.48,Debit Card,Store A,2,Monday,1,208.65,Utilities,Regular,112.17
2024-02-05 11:53:01.755563,Groceries,67.38,Mobile Payment,Store A,2,Monday,1,360.42,Groceries,Regular,198.75
2024-02-05 11:53:01.755563,Miscellaneous,175.47,Cash,Store E,2,Monday,2,376.89,Miscellaneous,Regular,6.83
2024-02-06 11:53:01.755563,Dining,51.24,Debit Card,Store C,2,Tuesday,2,365.69,Takeout,Regular,102.51
2024-02-06 11:53:01.755563,Utilities,77.56,Mobile Payment,Store B,2,Tuesday,1,286.21000000000004,Utilities,Regular,96.48
2024-02-06 11:53:01.755563,Dining,166.66,Mobile Payment,Store A,2,Tuesday,2,532.35,Takeout,Regular,51.24
2024-02-06 11:53:01.755563,Groceries,196.69,Credit Card,Store A,2,Tuesday,1,557.11,Groceries,Regular,67.38
2024-02-07 11:53:01.755563,Groceries,118.32,Cash,Store E,2,Wednesday,1,675.4300000000001,Groceries,Regular,196.69
2024-02-07 11:53:01.755563,Miscellaneous,12.34,Cash,Store A,2,Wednesday,1,389.23,Miscellaneous,Regular,175.47
2024-02-08 11:53:01.755563,Groceries,95.08,Debit Card,Store B,2,Thursday,1,770.51,Groceries,Regular,118.32
2024-02-08 11:53:01.755563,Utilities,180.53,Credit Card,Store A,2,Thursday,1,466.74,Utilities,Regular,77.56
2024-02-08 11:53:01.755563,Transportation,37.15,Mobile Payment,Store E,2,Thursday,2,325.33,Transportation,Regular,44.0
2024-02-08 11:53:01.755563,Transportation,47.84,Debit Card,Store D,2,Thursday,2,373.17,Transportation,Regular,37.15
2024-02-08 11:53:01.755563,Entertainment,16.19,Credit Card,Store B,2,Thursday,1,202.88,Entertainment,Regular,186.69
2024-02-09 11:53:01.755563,Miscellaneous,193.4,Credit Card,Store C,2,Friday,1,582.63,Miscellaneous,Regular,12.34
2024-02-10 11:53:01.755563,Groceries,30.04,Mobile Payment,Store E,2,Saturday,2,800.55,Groceries,Regular,95.08
2024-02-10 11:53:01.755563,Dining,36.6,Mobile Payment,Store C,2,Saturday,1,568.95,Takeout,Regular,166.66
2024-02-10 11:53:01.755563,Groceries,51.44,Debit Card,Store C,2,Saturday,2,851.99,Groceries,Regular,30.04
2024-02-10 11:53:01.755563,Entertainment,134.16,Credit Card,Store E,2,Saturday,1,337.03999999999996,Entertainment,Regular,16.19
2024-02-10 11:53:01.755563,Transportation,90.38,Cash,Store D,2,Saturday,1,463.55,Transportation,Regular,47.84
2024-02-11 11:53:01.755563,Groceries,131.47,Cash,Store E,2,Sunday,1,983.46,Groceries,Regular,51.44
2024-02-11 11:53:01.755563,Transportation,140.49,Mobile Payment,Store E,2,Sunday,1,604.04,Transportation,Regular,90.38
2024-02-11 11:53:01.755563,Dining,29.51,Mobile Payment,Store E,2,Sunday,1,598.46,Takeout,Regular,36.6
2024-02-12 11:53:01.755563,Utilities,198.36,Mobile Payment,Store C,2,Monday,1,665.1,Utilities,Regular,180.53
2024-02-13 11:53:01.755563,Transportation,105.86,Mobile Payment,Store E,2,Tuesday,1,709.9,Transportation,Regular,140.49
2024-02-13 11:53:01.755563,Utilities,150.63,Credit Card,Store A,2,Tuesday,1,815.73,Utilities,Regular,198.36
2024-02-13 11:53:01.755563,Groceries,64.81,Debit Card,Store E,2,Tuesday,1,1048.27,Groceries,Regular,131.47
2024-02-13 11:53:01.755563,Miscellaneous,61.91,Mobile Payment,Store B,2,Tuesday,2,644.54,Miscellaneous,Regular,193.4
2024-02-13 11:53:01.755563,Miscellaneous,181.2,Debit Card,Store D,2,Tuesday,2,825.74,Miscellaneous,Regular,61.91
2024-02-14 11:53:01.755563,Transportation,145.98,Credit Card,Store B,2,Wednesday,1,855.88,Transportation,Regular,105.86
2024-02-14 11:53:01.755563,Utilities,101.09,Credit Card,Store D,2,Wednesday,2,916.82,Utilities,Regular,150.63
2024-02-14 11:53:01.755563,Utilities,199.34,Cash,Store E,2,Wednesday,2,1116.16,Utilities,Regular,101.09
2024-02-15 11:53:01.755563,Miscellaneous,83.61,Credit Card,Store C,2,Thursday,1,909.35,Miscellaneous,Regular,181.2
2024-02-15 11:53:01.755563,Groceries,36.87,Mobile Payment,Store E,2,Thursday,1,1085.14,Groceries,Regular,64.81
2024-02-16 11:53:01.755563,Miscellaneous,188.56,Debit Card,Store D,2,Friday,1,1097.91,Miscellaneous,Regular,83.61
2024-02-16 11:53:01.755563,Utilities,56.7,Mobile Payment,Store A,2,Friday,1,1172.8600000000001,Utilities,Regular,199.34
2024-02-16 11:53:01.755563,Dining,61.95,Cash,Store D,2,Friday,1,660.41,Takeout,Regular,29.51
2024-02-17 11:53:01.755563,Groceries,29.57,Mobile Payment,Store C,2,Saturday,1,1114.71,Groceries,Regular,36.87
2024-02-18 11:53:01.755563,Dining,96.01,Cash,Store C,2,Sunday,1,756.42,Takeout,Regular,61.95
2024-02-18 11:53:01.755563,Miscellaneous,75.57,Debit Card,Store E,2,Sunday,1,1173.48,Miscellaneous,Regular,188.56
2024-02-18 11:53:01.755563,Transportation,177.78,Mobile Payment,Store B,2,Sunday,1,1033.66,Transportation,Regular,145.98
2024-02-19 11:53:01.755563,Entertainment,88.38,Mobile Payment,Store E,2,Monday,1,425.41999999999996,Entertainment,Regular,134.16
2024-02-19 11:53:01.755563,Groceries,47.17,Mobile Payment,Store B,2,Monday,1,1161.88,Groceries,Regular,29.57
2024-02-19 11:53:01.755563,Dining,98.48,Mobile Payment,Store D,2,Monday,1,854.9,Takeout,Regular,96.01
2024-02-20 11:53:01.755563,Entertainment,114.93,Cash,Store A,2,Tuesday,1,540.35,Entertainment,Regular,88.38
2024-02-20 11:53:01.755563,Utilities,170.56,Mobile Payment,Store C,2,Tuesday,1,1343.42,Utilities,Regular,56.7
2024-02-20 11:53:01.755563,Miscellaneous,59.93,Debit Card,Store B,2,Tuesday,1,1233.41,Miscellaneous,Regular,75.57
2024-02-20 11:53:01.755563,Dining,74.36,Debit Card,Store A,2,Tuesday,1,929.26,Takeout,Regular,98.48
2024-02-21 11:53:01.755563,Transportation,197.83,Cash,Store C,2,Wednesday,1,1231.49,Transportation,Regular,177.78
2024-02-22 11:53:01.755563,Miscellaneous,9.15,Cash,Store A,2,Thursday,1,1242.56,Miscellaneous,Regular,59.93
2024-02-22 11:53:01.755563,Dining,141.16,Mobile Payment,Store E,2,Thursday,1,1070.42,Takeout,Regular,74.36
2024-02-23 11:53:01.755563,Utilities,37.28,Credit Card,Store A,2,Friday,1,1380.7,Utilities,Regular,170.56
2024-02-24 11:53:01.755563,Dining,123.62,Mobile Payment,Store B,2,Saturday,1,1194.04,Takeout,Regular,141.16
2024-02-24 11:53:01.755563,Miscellaneous,147.26,Debit Card,Store A,2,Saturday,1,1389.82,Miscellaneous,Regular,9.15
2024-02-24 11:53:01.755563,Groceries,27.67,Cash,Store B,2,Saturday,1,1189.55,Groceries,Regular,47.17
2024-02-24 11:53:01.755563,Entertainment,118.61,Mobile Payment,Store D,2,Saturday,1,658.96,Entertainment,Regular,114.93
2024-02-25 11:53:01.755563,Utilities,11.2,Debit Card,Store B,2,Sunday,1,1391.9,Utilities,Regular,37.28
2024-02-25 11:53:01.755563,Dining,183.63,Cash,Store A,2,Sunday,1,1377.67,Takeout,Regular,123.62
2024-02-25 11:53:01.755563,Entertainment,106.82,Debit Card,Store C,2,Sunday,1,765.78,Entertainment,Regular,118.61
2024-02-25 11:53:01.755563,Groceries,106.65,Debit Card,Store D,2,Sunday,1,1296.2,Groceries,Regular,27.67
2024-02-26 11:53:01.755563,Utilities,197.12,Debit Card,Store D,2,Monday,1,1589.02,Utilities,Regular,11.2
2024-02-26 11:53:01.755563,Entertainment,184.04,Credit Card,Store A,2,Monday,1,949.8199999999999,Entertainment,Regular,106.82
2024-02-26 11:53:01.755563,Miscellaneous,124.96,Cash,Store A,2,Monday,2,1514.78,Miscellaneous,Regular,147.26
2024-02-26 11:53:01.755563,Transportation,89.73,Debit Card,Store E,2,Monday,1,1321.22,Transportation,Regular,197.83
2024-02-26 11:53:01.755563,Miscellaneous,49.7,Cash,Store A,2,Monday,2,1564.48,Miscellaneous,Regular,124.96
2024-02-27 11:53:01.755563,Transportation,128.66,Cash,Store D,2,Tuesday,1,1449.88,Transportation,Regular,89.73
2024-02-27 11:53:01.755563,Dining,103.6,Cash,Store D,2,Tuesday,1,1481.27,Takeout,Regular,183.63
2024-02-27 11:53:01.755563,Entertainment,129.57,Cash,Store C,2,Tuesday,1,1079.3899999999999,Entertainment,Regular,184.04
2024-02-27 11:53:01.755563,Miscellaneous,78.64,Debit Card,Store C,2,Tuesday,1,1643.1200000000001,Miscellaneous,Regular,49.7
2024-02-28 11:53:01.755563,Utilities,137.92,Cash,Store B,2,Wednesday,1,1726.94,Utilities,Regular,197.12
2024-02-29 11:53:01.755563,Utilities,187.81,Cash,Store C,2,Thursday,2,1914.75,Utilities,Regular,137.92
2024-02-29 11:53:01.755563,Utilities,92.9,Cash,Store A,2,Thursday,2,2007.65,Utilities,Regular,187.81
2024-03-01 11:53:01.755563,Groceries,10.72,Credit Card,Store B,3,Friday,1,10.72,Groceries,Regular,106.65
2024-03-01 11:53:01.755563,Transportation,22.69,Mobile Payment,Store B,3,Friday,1,22.69,Transportation,Regular,128.66
2024-03-01 11:53:01.755563,Miscellaneous,186.16,Cash,Store E,3,Friday,1,186.16,Miscellaneous,Regular,78.64
2024-03-02 11:53:01.755563,Utilities,5.39,Mobile Payment,Store E,3,Saturday,1,5.39,Utilities,Regular,92.9
2024-03-02 11:53:01.755563,Miscellaneous,190.51,Mobile Payment,Store D,3,Saturday,1,376.66999999999996,Miscellaneous,Regular,186.16
2024-03-03 11:53:01.755563,Groceries,26.91,Cash,Store A,3,Sunday,1,37.63,Groceries,Regular,10.72
2024-03-03 11:53:01.755563,Entertainment,21.9,Cash,Store A,3,Sunday,1,21.9,Entertainment,Regular,129.57
2024-03-03 11:53:01.755563,Miscellaneous,57.24,Credit Card,Store B,3,Sunday,2,433.90999999999997,Miscellaneous,Regular,190.51
2024-03-03 11:53:01.755563,Transportation,63.95,Cash,Store B,3,Sunday,1,86.64,Transportation,Regular,22.69
2024-03-03 11:53:01.755563,Miscellaneous,72.78,Cash,Store E,3,Sunday,2,506.69,Miscellaneous,Regular,57.24
2024-03-04 11:53:01.755563,Miscellaneous,55.73,Cash,Store D,3,Monday,1,562.42,Miscellaneous,Regular,72.78
2024-03-04 11:53:01.755563,Utilities,20.61,Credit Card,Store A,3,Monday,1,26.0,Utilities,Regular,5.39
2024-03-05 11:53:01.755563,Transportation,122.76,Credit Card,Store B,3,Tuesday,1,209.4,Transportation,Regular,63.95
2024-03-06 11:53:01.755563,Entertainment,174.34,Debit Card,Store D,3,Wednesday,2,196.24,Entertainment,Regular,21.9
2024-03-06 11:53:01.755563,Entertainment,111.15,Debit Card,Store E,3,Wednesday,2,307.39,Entertainment,Regular,174.34
2024-03-06 11:53:01.755563,Utilities,148.36,Cash,Store C,3,Wednesday,1,174.36,Utilities,Regular,20.61
2024-03-06 11:53:01.755563,Transportation,175.84,Credit Card,Store E,3,Wednesday,1,385.24,Transportation,Regular,122.76
2024-03-07 11:53:01.755563,Utilities,85.63,Mobile Payment,Store E,3,Thursday,1,259.99,Utilities,Regular,148.36
2024-03-07 11:53:01.755563,Entertainment,44.11,Credit Card,Store D,3,Thursday,2,351.5,Entertainment,Regular,111.15
2024-03-07 11:53:01.755563,Entertainment,169.13,Credit Card,Store E,3,Thursday,2,520.63,Entertainment,Regular,44.11
2024-03-08 11:53:01.755563,Entertainment,95.81,Mobile Payment,Store D,3,Friday,1,616.44,Entertainment,Regular,169.13
2024-03-08 11:53:01.755563,Transportation,113.21,Credit Card,Store D,3,Friday,1,498.45,Transportation,Regular,175.84
2024-03-09 11:53:01.755563,Entertainment,36.67,Mobile Payment,Store C,3,Saturday,1,653.11,Entertainment,Regular,95.81
2024-03-10 11:53:01.755563,Entertainment,162.61,Mobile Payment,Store E,3,Sunday,1,815.72,Entertainment,Regular,36.67
2024-03-11 11:53:01.755563,Miscellaneous,99.26,Debit Card,Store D,3,Monday,2,661.6800000000001,Miscellaneous,Regular,55.73
2024-03-11 11:53:01.755563,Miscellaneous,161.31,Cash,Store A,3,Monday,2,822.99,Miscellaneous,Regular,99.26
2024-03-11 11:53:01.755563,Entertainment,13.3,Cash,Store D,3,Monday,1,829.02,Entertainment,Regular,162.61
2024-03-11 11:53:01.755563,Groceries,129.43,Credit Card,Store C,3,Monday,1,167.06,Groceries,Regular,26.91
2024-03-12 11:53:01.755563,Transportation,141.64,Debit Card,Store D,3,Tuesday,2,640.0899999999999,Transportation,Regular,113.21
2024-03-12 11:53:01.755563,Transportation,10.68,Debit Card,Store B,3,Tuesday,2,650.77,Transportation,Regular,141.64
2024-03-12 11:53:01.755563,Miscellaneous,171.59,Credit Card,Store B,3,Tuesday,1,994.58,Miscellaneous,Regular,161.31
2024-03-12 11:53:01.755563,Dining,23.81,Cash,Store B,3,Tuesday,1,23.81,Takeout,Regular,103.6
2024-03-13 11:53:01.755563,Transportation,72.05,Debit Card,Store A,3,Wednesday,2,722.8199999999999,Transportation,Regular,10.68
2024-03-13 11:53:01.755563,Transportation,14.11,Credit Card,Store D,3,Wednesday,2,736.93,Transportation,Regular,72.05
2024-03-14 11:53:01.755563,Transportation,24.65,Credit Card,Store D,3,Thursday,1,761.5799999999999,Transportation,Regular,14.11
2024-03-14 11:53:01.755563,Utilities,46.95,Credit Card,Store E,3,Thursday,1,306.94,Utilities,Regular,85.63
2024-03-14 11:53:01.755563,Miscellaneous,138.53,Mobile Payment,Store E,3,Thursday,1,1133.1100000000001,Miscellaneous,Regular,171.59
2024-03-15 11:53:01.755563,Transportation,65.4,Mobile Payment,Store A,3,Friday,1,826.98,Transportation,Regular,24.65
2024-03-16 11:53:01.755563,Utilities,159.06,Credit Card,Store E,3,Saturday,1,466.0,Utilities,Regular,46.95
2024-03-16 11:53:01.755563,Groceries,142.38,Credit Card,Store C,3,Saturday,1,309.44,Groceries,Regular,129.43
2024-03-16 11:53:01.755563,Miscellaneous,33.26,Debit Card,Store B,3,Saturday,1,1166.3700000000001,Miscellaneous,Regular,138.53
2024-03-16 11:53:01.755563,Dining,110.38,Credit Card,Store E,3,Saturday,1,134.19,Takeout,Regular,23.81
2024-03-17 11:53:01.755563,Miscellaneous,34.89,Debit Card,Store E,3,Sunday,1,1201.26,Miscellaneous,Regular,33.26
2024-03-17 11:53:01.755563,Entertainment,36.5,Credit Card,Store D,3,Sunday,1,865.52,Entertainment,Regular,13.3
2024-03-18 11:53:01.755563,Entertainment,81.19,Mobile Payment,Store C,3,Monday,1,946.71,Entertainment,Regular,36.5
2024-03-18 11:53:01.755563,Groceries,15.07,Debit Card,Store B,3,Monday,1,324.51,Groceries,Regular,142.38
2024-03-19 11:53:01.755563,Entertainment,112.43,Credit Card,Store A,3,Tuesday,1,1059.14,Entertainment,Regular,81.19
2024-03-20 11:53:01.755563,Utilities,163.55,Cash,Store E,3,Wednesday,1,629.55,Utilities,Regular,159.06
2024-03-20 11:53:01.755563,Miscellaneous,8.94,Credit Card,Store D,3,Wednesday,1,1210.2,Miscellaneous,Regular,34.89
2024-03-20 11:53:01.755563,Dining,81.39,Mobile Payment,Store D,3,Wednesday,2,215.57999999999998,Takeout,Regular,110.38
2024-03-20 11:53:01.755563,Dining,134.46,Mobile Payment,Store A,3,Wednesday,2,350.04,Takeout,Regular,81.39
2024-03-20 11:53:01.755563,Groceries,121.46,Cash,Store B,3,Wednesday,1,445.97,Groceries,Regular,15.07
2024-03-21 11:53:01.755563,Dining,87.52,Debit Card,Store E,3,Thursday,1,437.56,Takeout,Regular,134.46
2024-03-22 11:53:01.755563,Groceries,170.86,Cash,Store B,3,Friday,1,616.83,Groceries,Regular,121.46
2024-03-22 11:53:01.755563,Utilities,198.32,Mobile Payment,Store C,3,Friday,2,827.87,Utilities,Regular,163.55
2024-03-22 11:53:01.755563,Entertainment,30.47,Debit Card,Store D,3,Friday,1,1089.6100000000001,Entertainment,Regular,112.43
2024-03-22 11:53:01.755563,Utilities,104.15,Credit Card,Store B,3,Friday,2,932.02,Utilities,Regular,198.32
2024-03-23 11:53:01.755563,Miscellaneous,128.92,Debit Card,Store C,3,Saturday,2,1339.12,Miscellaneous,Regular,8.94
2024-03-23 11:53:01.755563,Groceries,47.49,Cash,Store B,3,Saturday,2,664.32,Groceries,Regular,170.86
2024-03-23 11:53:01.755563,Entertainment,50.02,Cash,Store A,3,Saturday,1,1139.63,Entertainment,Regular,30.47
2024-03-23 11:53:01.755563,Miscellaneous,32.19,Mobile Payment,Store B,3,Saturday,2,1371.31,Miscellaneous,Regular,128.92
2024-03-23 11:53:01.755563,Groceries,33.92,Cash,Store B,3,Saturday,2,698.24,Groceries,Regular,47.49
2024-03-24 11:53:01.755563,Transportation,6.34,Debit Card,Store E,3,Sunday,1,833.3199999999999,Transportation,Regular,65.4
2024-03-24 11:53:01.755563,Utilities,170.84,Cash,Store A,3,Sunday,1,1102.8600000000001,Utilities,Regular,104.15
2024-03-24 11:53:01.755563,Miscellaneous,115.79,Credit Card,Store E,3,Sunday,1,1487.1,Miscellaneous,Regular,32.19
2024-03-25 11:53:01.755563,Miscellaneous,41.78,Credit Card,Store B,3,Monday,2,1528.88,Miscellaneous,Regular,115.79
2024-03-25 11:53:01.755563,Miscellaneous,119.51,Debit Card,Store D,3,Monday,2,1648.39,Miscellaneous,Regular,41.78
2024-03-26 11:53:01.755563,Groceries,47.36,Credit Card,Store C,3,Tuesday,1,745.6,Groceries,Regular,33.92
2024-03-26 11:53:01.755563,Entertainment,10.45,Cash,Store C,3,Tuesday,1,1150.08,Entertainment,Regular,50.02
2024-03-26 11:53:01.755563,Utilities,32.75,Debit Card,Store B,3,Tuesday,1,1135.6100000000001,Utilities,Regular,170.84
2024-03-27 11:53:01.755563,Groceries,31.01,Cash,Store E,3,Wednesday,2,776.61,Groceries,Regular,47.36
2024-03-27 11:53:01.755563,Transportation,159.77,Credit Card,Store B,3,Wednesday,2,993.0899999999999,Transportation,Regular,6.34
2024-03-27 11:53:01.755563,Transportation,158.92,Credit Card,Store D,3,Wednesday,2,1152.01,Transportation,Regular,159.77
2024-03-27 11:53:01.755563,Groceries,137.18,Credit Card,Store E,3,Wednesday,2,913.79,Groceries,Regular,31.01
2024-03-28 11:53:01.755563,Dining,91.79,Mobile Payment,Store D,3,Thursday,1,529.35,Takeout,Regular,87.52
2024-03-28 11:53:01.755563,Transportation,192.0,Cash,Store E,3,Thursday,1,1344.01,Transportation,Regular,158.92
2024-03-29 11:53:01.755563,Transportation,8.55,Mobile Payment,Store D,3,Friday,2,1352.56,Transportation,Regular,192.0
2024-03-29 11:53:01.755563,Transportation,96.1,Cash,Store D,3,Friday,2,1448.6599999999999,Transportation,Regular,8.55
2024-03-29 11:53:01.755563,Entertainment,144.83,Debit Card,Store B,3,Friday,1,1294.91,Entertainment,Regular,10.45
2024-03-30 11:53:01.755563,Transportation,163.67,Credit Card,Store A,3,Saturday,2,1612.33,Transportation,Regular,96.1
2024-03-30 11:53:01.755563,Transportation,153.26,Debit Card,Store B,3,Saturday,2,1765.59,Transportation,Regular,163.67
2024-03-30 11:53:01.755563,Entertainment,59.0,Debit Card,Store D,3,Saturday,1,1353.91,Entertainment,Regular,144.83
2024-03-31 11:53:01.755563,Transportation,31.53,Credit Card,Store B,3,Sunday,1,1797.12,Transportation,Regular,153.26
2024-03-31 11:53:01.755563,Dining,75.78,Cash,Store D,3,Sunday,1,605.13,Takeout,Regular,91.79
2024-04-01 11:53:01.755563,Dining,9.49,Cash,Store E,4,Monday,2,9.49,Takeout,Regular,75.78
2024-04-01 11:53:01.755563,Groceries,43.69,Credit Card,Store D,4,Monday,1,43.69,Groceries,Regular,137.18
2024-04-01 11:53:01.755563,Miscellaneous,73.94,Mobile Payment,Store D,4,Monday,1,73.94,Miscellaneous,Regular,119.51
2024-04-01 11:53:01.755563,Dining,15.8,Credit Card,Store D,4,Monday,2,25.29,Takeout,Regular,9.49
2024-04-02 11:53:01.755563,Transportation,37.2,Mobile Payment,Store A,4,Tuesday,1,37.2,Transportation,Regular,31.53
2024-04-02 11:53:01.755563,Utilities,92.66,Cash,Store E,4,Tuesday,2,92.66,Utilities,Regular,32.75
2024-04-02 11:53:01.755563,Utilities,9.67,Debit Card,Store E,4,Tuesday,2,102.33,Utilities,Regular,92.66
2024-04-03 11:53:01.755563,Dining,149.57,Credit Card,Store C,4,Wednesday,1,174.85999999999999,Takeout,Regular,15.8
2024-04-03 11:53:01.755563,Utilities,29.69,Mobile Payment,Store E,4,Wednesday,1,132.01999999999998,Utilities,Regular,9.67
2024-04-04 11:53:01.755563,Entertainment,135.22,Debit Card,Store B,4,Thursday,1,135.22,Entertainment,Regular,59.0
2024-04-04 11:53:01.755563,Transportation,182.24,Cash,Store B,4,Thursday,1,219.44,Transportation,Regular,37.2
2024-04-04 11:53:01.755563,Groceries,111.01,Credit Card,Store B,4,Thursday,1,154.7,Groceries,Regular,43.69
2024-04-05 11:53:01.755563,Groceries,51.52,Cash,Store D,4,Friday,2,206.22,Groceries,Regular,111.01
2024-04-05 11:53:01.755563,Groceries,107.71,Mobile Payment,Store B,4,Friday,2,313.93,Groceries,Regular,51.52
2024-04-05 11:53:01.755563,Transportation,129.24,Cash,Store C,4,Friday,1,348.68,Transportation,Regular,182.24
2024-04-06 11:53:01.755563,Miscellaneous,82.91,Cash,Store E,4,Saturday,1,156.85,Miscellaneous,Regular,73.94
2024-04-06 11:53:01.755563,Entertainment,110.58,Mobile Payment,Store E,4,Saturday,1,245.8,Entertainment,Regular,135.22
2024-04-06 11:53:01.755563,Dining,169.32,Mobile Payment,Store C,4,Saturday,1,344.17999999999995,Takeout,Regular,149.57
2024-04-07 11:53:01.755563,Miscellaneous,168.75,Debit Card,Store D,4,Sunday,1,325.6,Miscellaneous,Regular,82.91
2024-04-08 11:53:01.755563,Utilities,21.69,Mobile Payment,Store D,4,Monday,2,153.71,Utilities,Regular,29.69
2024-04-08 11:53:01.755563,Utilities,197.35,Debit Card,Store B,4,Monday,2,351.06,Utilities,Regular,21.69
2024-04-08 11:53:01.755563,Groceries,26.4,Debit Card,Store E,4,Monday,1,340.33,Groceries,Regular,107.71
2024-04-09 11:53:01.755563,Entertainment,159.58,Cash,Store A,4,Tuesday,2,405.38,Entertainment,Regular,110.58
2024-04-09 11:53:01.755563,Transportation,152.22,Debit Card,Store E,4,Tuesday,1,500.9,Transportation,Regular,129.24
2024-04-09 11:53:01.755563,Entertainment,139.0,Mobile Payment,Store A,4,Tuesday,2,544.38,Entertainment,Regular,159.58
2024-04-10 11:53:01.755563,Entertainment,38.18,Credit Card,Store D,4,Wednesday,1,582.56,Entertainment,Regular,139.0
2024-04-11 11:53:01.755563,Miscellaneous,41.11,Mobile Payment,Store D,4,Thursday,1,366.71,Miscellaneous,Regular,168.75
2024-04-11 11:53:01.755563,Dining,139.7,Mobile Payment,Store C,4,Thursday,1,483.88,Takeout,Regular,169.32
2024-04-12 11:53:01.755563,Transportation,79.63,Mobile Payment,Store E,4,Friday,1,580.53,Transportation,Regular,152.22
2024-04-12 11:53:01.755563,Miscellaneous,151.22,Debit Card,Store C,4,Friday,3,517.9300000000001,Miscellaneous,Regular,41.11
